image_id,sheet,excel_row,excel_column,project_raw,project_normalized,season,making,type,source_file,extracted_file,width,height,file_size,sha256,image_sequence,mapping_type,confidence,verification_status,notes
SUMMER_PU__row_56__image216.jpeg__a58,SUMMER PU,56,6,Jade,JADE,SUMMER,CONVYER,LADIES,image216.jpeg,extracted-images/SUMMER_PU/row_56/01.jpeg,97,129,3219,2b1ef055f1609690768bb947649462762062f31f90545fededce93a99745a00b,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_57__image217.jpeg__a59,SUMMER PU,57,6,Flare,FLARE,SUMMER,CONVYER,LADIES,image217.jpeg,extracted-images/SUMMER_PU/row_57/01.jpeg,102,150,3271,d5b95fa4d56ed9031ab9a94db796b4c344883385122f399ee47a0a31a63f398a,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_58__image218.jpeg__a60,SUMMER PU,58,6,Nexon,NEXON,SUMMER,CONVYER,LADIES,image218.jpeg,extracted-images/SUMMER_PU/row_58/01.jpeg,168,97,3880,bdff596ca859594c0d34d30f116351189e3602893ea521e4d8bd6b984b9c6fd7,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_60__image219.jpeg__a61,SUMMER PU,60,6,Bubble,BUBBLE,SUMMER,CONVYER,LADIES,image219.jpeg,extracted-images/SUMMER_PU/row_60/01.jpeg,169,95,4077,4067895f6eadfd34aab9a9ee8d853c019aa132448b94c33a5fc284d45aee2f9a,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_61__image220.jpeg__a62,SUMMER PU,61,6,Merida,MERIDA,SUMMER,CONVYER,LADIES,image220.jpeg,extracted-images/SUMMER_PU/row_61/01.jpeg,169,95,4274,5ccbbc2cc26ed46f26197d01bbe74dfacf60d49f7c83d420db1ff2581bcdf703,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_5__image221.png__a64,SUMMER PU,5,6,YONKERS,YONKERS,SUMMER,CONVYER,LADIES,image221.png,extracted-images/SUMMER_PU/row_5/01.png,170,105,24521,ddba8a190745b1c73e118ff2eaa0bddebfd46165f9dc527f0e823cf22294c27a,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_6__image222.jpeg__a65,SUMMER PU,6,6,"FOSHAN
25601",FOSHAN 25601,SUMMER,CONVYER,LADIES,image222.jpeg,extracted-images/SUMMER_PU/row_6/01.jpeg,136,98,2994,9472f43489d95b4f7e33b305d057757971de9f6b30b282e81b923e1aa7d9e588,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_62__image223.jpeg__a66,SUMMER PU,62,6,Helder,HELDER,SUMMER,CONVYER,LADIES,image223.jpeg,extracted-images/SUMMER_PU/row_62/01.jpeg,167,94,4043,1129cddddfe540f7fee25d98dd03818540b6dc52c06933b27e1c0efa33e31494,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_3__image226.png__a0,SUMMER DIP PU,3,5,BALLY,BALLY,SUMMER,DIP,LADIES,image226.png,extracted-images/SUMMER_DIP_PU/row_3/01.png,4032,3024,11123117,3382b042d49e41854a18cb7e1d0098fa1cc1f6d348437ba9256fca325a092d45,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_8__image227.png__a1,SUMMER DIP PU,8,6,CREST,CREST,SUMMER,DIP,LADIES,image227.png,extracted-images/SUMMER_DIP_PU/row_8/01.png,164,94,25478,bbd4b88b607bab77e0e165824ac15b91896b4097d1112169235479ee25ae2521,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_3__image228.png__a2,SUMMER DIP PU,3,6,BALLY,BALLY,SUMMER,DIP,LADIES,image228.png,extracted-images/SUMMER_DIP_PU/row_3/02.png,171,100,29262,a29880ac6139549ae1f2329067a85530eddf36f9c424c3b9cbe00f934c5de6d0,2,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_4__image229.png__a3,SUMMER DIP PU,4,6,BUFFY,BUFFY,SUMMER,DIP,LADIES,image229.png,extracted-images/SUMMER_DIP_PU/row_4/01.png,167,105,33597,b94043b1006febc9ca2e9b9691ba1effb99b153d334c123c6062599720e14e1e,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_6__image230.png__a4,SUMMER DIP PU,6,6,BELTA,BELTA,SUMMER,DIP,LADIES,image230.png,extracted-images/SUMMER_DIP_PU/row_6/01.png,166,71,20682,5759099104cb9a680724f975367a7a5d24c6484cb553cf1bb5489380958253c3,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_6__image231.png__a5,SUMMER DIP PU,6,6,BELTA,BELTA,SUMMER,DIP,LADIES,image231.png,extracted-images/SUMMER_DIP_PU/row_6/02.png,166,60,23196,2492d6afee4e3a8bf71eadfcbd2ad59d0550c12cc8fb0c85f513511c801a63b3,2,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_7__image232.jpeg__a6,SUMMER DIP PU,7,6,BENIN,BENIN,SUMMER,DIP,"LADIES / 
KIDS",image232.jpeg,extracted-images/SUMMER_DIP_PU/row_7/01.jpeg,168,103,4797,54d86c22a42eaa3026f7e2e434ad05a5ad7033dc71e802a39f69693d5b84cdaa,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_10__image233.png__a7,SUMMER DIP PU,10,6,MILTON,MILTON,SUMMER,DIP,LADIES,image233.png,extracted-images/SUMMER_DIP_PU/row_10/01.png,160,89,21665,9a1df1b96f51eaf87fe1cba3d1e1ca987d93d640e078a73c073df5e2d78a7ef3,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_11__image234.png__a8,SUMMER DIP PU,11,6,RATORUA,RATORUA,SUMMER,DIP,LADIES,image234.png,extracted-images/SUMMER_DIP_PU/row_11/01.png,155,96,28979,a23a2d08ed4d14312bfb5ad783d2a517f8c31b9ca3b44a0232a0c9c23010bfbc,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_14__image235.png__a9,SUMMER DIP PU,14,6,"JACK
",JACK,SUMMER,DIP,KIDS,image235.png,extracted-images/SUMMER_DIP_PU/row_14/01.png,154,89,24794,41d9fa2b76c726846b50aae75d1d3bdafd457894334bcace20201b93e1b59942,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_15__image236.png__a10,SUMMER DIP PU,15,6,"GIA
",GIA,SUMMER,DIP,KIDS,image236.png,extracted-images/SUMMER_DIP_PU/row_15/01.png,155,95,26380,3aba99616cb047ff3f20c1c81f353707585dc2851bc0f722ad3c21976f9b0e92,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_16__image237.jpeg__a11,SUMMER DIP PU,16,6,CHERRY,CHERRY,SUMMER,DIP,LADIES,image237.jpeg,extracted-images/SUMMER_DIP_PU/row_16/01.jpeg,171,105,2753,5a132b20728ec06de1a4230673a7484c0e516ba8e94937a9360fafeb243e6eb4,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_17__image238.jpeg__a12,SUMMER DIP PU,17,6,SUSAN,SUSAN,SUMMER,DIP,LADIES,image238.jpeg,extracted-images/SUMMER_DIP_PU/row_17/01.jpeg,171,105,2486,e135b04ea5d0afc5ab0fcd9b19397d08e098391d8e9976e5332a246ff65b537e,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_12__image239.jpeg__a13,SUMMER DIP PU,12,6,TIMARU,TIMARU,SUMMER,DIP,LADIES,image239.jpeg,extracted-images/SUMMER_DIP_PU/row_12/01.jpeg,168,100,2920,583e5476cc3b208b4fea9d38f5c2bfbcf107b8ad39401069dd6d503c09eca745,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_9__image240.png__a14,SUMMER DIP PU,9,6,"ORBIT
2025",ORBIT 2025,SUMMER,DIP,LADIES,image240.png,extracted-images/SUMMER_DIP_PU/row_9/01.png,69,166,7579,263011f9ce80c1e3c25e9c58011c6d56045026a1b354d3172eba96e8e2b0bd57,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_5__image241.jpeg__a15,SUMMER DIP PU,5,6,BIANCA,BIANCA,SUMMER,DIP,LADIES,image241.jpeg,extracted-images/SUMMER_DIP_PU/row_5/04.jpeg,171,104,4030,8340595c14f348047ffb84878b8e6035bb34994c9014b40dae35863ee377e55b,4,drawing_anchor,HIGH,NEEDS_REVIEW,BIANCA row has multiple anchored images — verify all belong to BIANCA vs neighbors
SUMMER_DIP_PU__row_5__image242.jpeg__a16,SUMMER DIP PU,5,6,BIANCA,BIANCA,SUMMER,DIP,LADIES,image242.jpeg,extracted-images/SUMMER_DIP_PU/row_5/08.jpeg,169,106,3609,6be1e36d4153ddfa94e5e05aab0419f80b6c46c9fe03dba5900ee3d0e2367ca9,8,drawing_anchor,HIGH,NEEDS_REVIEW,BIANCA row has multiple anchored images — verify all belong to BIANCA vs neighbors
SUMMER_DIP_PU__row_5__image187.jpeg__a17,SUMMER DIP PU,5,6,BIANCA,BIANCA,SUMMER,DIP,LADIES,image187.jpeg,extracted-images/SUMMER_DIP_PU/row_5/05.jpeg,170,105,4893,1bbef1423956c7ad29f268f9205e1b79d61dba807bc304dbc6a7a7b377c7f797,5,drawing_anchor,HIGH,NEEDS_REVIEW,BIANCA row has multiple anchored images — verify all belong to BIANCA vs neighbors
SUMMER_DIP_PU__row_5__image188.jpeg__a18,SUMMER DIP PU,5,6,BIANCA,BIANCA,SUMMER,DIP,LADIES,image188.jpeg,extracted-images/SUMMER_DIP_PU/row_5/01.jpeg,170,105,4331,357517003b48843eee6ceb1b11b6dd8235fa6188cd4ea73658865add95515df0,1,drawing_anchor,HIGH,NEEDS_REVIEW,BIANCA row has multiple anchored images — verify all belong to BIANCA vs neighbors
SUMMER_DIP_PU__row_5__image189.jpeg__a19,SUMMER DIP PU,5,6,BIANCA,BIANCA,SUMMER,DIP,LADIES,image189.jpeg,extracted-images/SUMMER_DIP_PU/row_5/02.jpeg,170,105,4722,05bcd3ab772137d961fc4f5fdb4b25a71ab725abfdc1f42ff7e974c9fd252754,2,drawing_anchor,HIGH,NEEDS_REVIEW,BIANCA row has multiple anchored images — verify all belong to BIANCA vs neighbors
SUMMER_DIP_PU__row_5__image243.jpeg__a20,SUMMER DIP PU,5,6,BIANCA,BIANCA,SUMMER,DIP,LADIES,image243.jpeg,extracted-images/SUMMER_DIP_PU/row_5/03.jpeg,169,107,4848,0f5c26c878d1519a72726500c237c00eb88b2ef30d375a2734705614894b159a,3,drawing_anchor,HIGH,NEEDS_REVIEW,BIANCA row has multiple anchored images — verify all belong to BIANCA vs neighbors
SUMMER_DIP_PU__row_5__image191.jpeg__a21,SUMMER DIP PU,5,6,BIANCA,BIANCA,SUMMER,DIP,LADIES,image191.jpeg,extracted-images/SUMMER_DIP_PU/row_5/06.jpeg,170,105,3614,0e2a111cd7ebc869f7c25356d2d688c7286859c6afe335f669665210bcde2e87,6,drawing_anchor,HIGH,NEEDS_REVIEW,BIANCA row has multiple anchored images — verify all belong to BIANCA vs neighbors
SUMMER_DIP_PU__row_5__image244.jpeg__a22,SUMMER DIP PU,5,6,BIANCA,BIANCA,SUMMER,DIP,LADIES,image244.jpeg,extracted-images/SUMMER_DIP_PU/row_5/07.jpeg,170,105,3481,06cd0ed86a88319c4f119fc4955544d1a669af95eeaaf0cf476ea18865d45b32,7,drawing_anchor,HIGH,NEEDS_REVIEW,BIANCA row has multiple anchored images — verify all belong to BIANCA vs neighbors
SUMMER_DIP_PU__row_13__image245.jpeg__a23,SUMMER DIP PU,13,6,GISBORING,GISBORING,SUMMER,DIP,LADIES,image245.jpeg,extracted-images/SUMMER_DIP_PU/row_13/01.jpeg,100,171,4110,268d578e5dbcac399a9af07ec02ce94b3665899d892361f92a204c17c1515600,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_19__image184.jpeg__a24,SUMMER DIP PU,19,6,OSCAR,OSCAR,SUMMER,DIP,LADIES,image184.jpeg,extracted-images/SUMMER_DIP_PU/row_19/01.jpeg,171,105,4560,b05246fd7a0b169f0383c9fa36f2bbda32759e84a8813066d541c59e58b39721,1,drawing_anchor,HIGH,VERIFIED,image184.jpeg shared between APRICOT and OSCAR — confirmed identical binary reuse
SUMMER_DIP_PU__row_20__image246.png__a25,SUMMER DIP PU,20,6,BUFFY,BUFFY,SUMMER,DIP,KIDS,image246.png,extracted-images/SUMMER_DIP_PU/row_20/01.png,4160,3119,13840316,fc972721ac16792fdef3cdfc637a2c572f197556f0103581562a6b689ca13f0e,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_20__image247.jpeg__a26,SUMMER DIP PU,20,6,BUFFY,BUFFY,SUMMER,DIP,KIDS,image247.jpeg,extracted-images/SUMMER_DIP_PU/row_20/02.jpeg,169,107,3622,ea287d6eaecbd18f2acc96dbf3468cbfe25ab868853d75a713e0168afec28faf,2,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PU__row_30__image54.png__a27,SUMMER DIP PU,30,6,,,,,,image54.png,extracted-images/_unmatched/SUMMER_DIP_PU/row_30/02.png,821,383,312585,e47807f306558bac95c1a82fe5cadccde56c898b0126f0464a6477929428dc56,2,unmatched,LOW,UNMATCHED,degenerate anchor extent (0 width/height); No article row at anchored excel_row
SUMMER_DIP_PU__row_30__image55.png__a28,SUMMER DIP PU,30,4,,,,,,image55.png,extracted-images/_unmatched/SUMMER_DIP_PU/row_30/01.png,386,614,234961,b5f3db030fe05a641532a968899087274c53ca7f66375af936ef2cd9454e6067,1,unmatched,LOW,UNMATCHED,No article row at anchored excel_row
SUMMER_DIP_PU__row_18__image248.jpeg__a30,SUMMER DIP PU,18,6,YURI,YURI,SUMMER,DIP,LADIES,image248.jpeg,extracted-images/SUMMER_DIP_PU/row_18/01.jpeg,172,102,3771,ad1b770815eacb4fc2f439453c5d59260f8019dcc4836ff5792c82b337d14960,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PVC__row_3__image249.jpeg__a0,SUMMER DIP PVC,3,6,NOVA,NOVA,SUMMER,DIP,LADIES,image249.jpeg,extracted-images/SUMMER_DIP_PVC/row_3/01.jpeg,153,95,3828,542d4bb99a7a41f45ac67f1c50bc15a27a7e194f6f583b212ad8119c22ff1a59,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PVC__row_4__image250.jpeg__a1,SUMMER DIP PVC,4,6,CHIK,CHIK,SUMMER,DIP,LADIES,image250.jpeg,extracted-images/SUMMER_DIP_PVC/row_4/01.jpeg,152,95,3613,1d409ea4ee9f34864548156f135e95e5ff9f60319d6815f0d49f3cf1e447f4d4,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PVC__row_5__image251.jpeg__a2,SUMMER DIP PVC,5,6,CALGORY,CALGORY,SUMMER,DIP,LADIES,image251.jpeg,extracted-images/SUMMER_DIP_PVC/row_5/01.jpeg,148,68,3426,754717e6171c714ad477b541894e9a689dbad0ae04ad7d3f3bf79f4c81760aed,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PVC__row_6__image252.jpeg__a3,SUMMER DIP PVC,6,6,RIPPLE,RIPPLE,SUMMER,DIP,LADIES,image252.jpeg,extracted-images/SUMMER_DIP_PVC/row_6/03.jpeg,163,98,3845,0f0edbc7271046d29fcb1cb1c3e9f2e64e0d71ca850570bba4971fb1bdb57572,3,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PVC__row_8__image253.jpeg__a4,SUMMER DIP PVC,8,6,GL001,GL001,SUMMER,DIP,KIDS,image253.jpeg,extracted-images/SUMMER_DIP_PVC/row_8/01.jpeg,163,47,2332,b50702d92ca30aebb5a5c08706181474ac029fcbc7781263c83b08532e009ad7,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PVC__row_6__image254.png__a5,SUMMER DIP PVC,6,6,RIPPLE,RIPPLE,SUMMER,DIP,LADIES,image254.png,extracted-images/SUMMER_DIP_PVC/row_6/02.png,4032,3024,10140614,ede4c2518a3ddfef13723d036947d71bd65fabc72bb50694c83045c6c499c988,2,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PVC__row_8__image255.jpeg__a6,SUMMER DIP PVC,8,6,GL001,GL001,SUMMER,DIP,KIDS,image255.jpeg,extracted-images/SUMMER_DIP_PVC/row_8/02.jpeg,161,56,2453,3c29cd8399328d2012a889405aa85ec67f2f86dc079f5d0c3d01634ca1b76847,2,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PVC__row_5__image256.jpeg__a7,SUMMER DIP PVC,5,6,CALGORY,CALGORY,SUMMER,DIP,LADIES,image256.jpeg,extracted-images/SUMMER_DIP_PVC/row_5/02.jpeg,146,31,1529,a5f13396048368a25f3304f1af049ebef2936b0b8a6e8d78f4fe81692814ab55,2,drawing_anchor,HIGH,VERIFIED,
SUMMER_DIP_PVC__row_18__image54.png__a8,SUMMER DIP PVC,18,6,,,,,,image54.png,extracted-images/_unmatched/SUMMER_DIP_PVC/row_18/02.png,821,383,312585,e47807f306558bac95c1a82fe5cadccde56c898b0126f0464a6477929428dc56,2,unmatched,LOW,UNMATCHED,degenerate anchor extent (0 width/height); No article row at anchored excel_row
SUMMER_DIP_PVC__row_18__image55.png__a9,SUMMER DIP PVC,18,4,,,,,,image55.png,extracted-images/_unmatched/SUMMER_DIP_PVC/row_18/01.png,386,614,234961,b5f3db030fe05a641532a968899087274c53ca7f66375af936ef2cd9454e6067,1,unmatched,LOW,UNMATCHED,No article row at anchored excel_row
SUMMER_DIP_PVC__row_6__image257.jpeg__a11,SUMMER DIP PVC,6,6,RIPPLE,RIPPLE,SUMMER,DIP,LADIES,image257.jpeg,extracted-images/SUMMER_DIP_PVC/row_6/01.jpeg,106,174,4993,c0dda1cb4159bc328b1d8bf2885d5467cc3240fd1002da030c5f86831d035f09,1,drawing_anchor,HIGH,VERIFIED,
